-1.8845068,-1.8608313,3.4201765,1.463721,-1.3069904,2.8278377,2.04656,-1.6588056,-4.668004,-0.7498813,-3.6621404,-4.4855,-2.5719552,-4.1508446,-4.857913,-3.1139565,-4.533909,-1.281709,-2.6848218,-2.0678432
0.46198803,-0.09706546,0.38548705,-3.3734567,-4.200196,0.91460496,-3.6534224,-0.55436265,2.4087894,3.1435683,-2.0087526,-2.5237756,-2.037338,-1.5917956,-1.2403156,4.54132,-2.948708,1.686338,-3.0612292,-0.34392452
0.05554334,0.5998197,1.7006418,0.8419033,-0.109641545,-0.27729094,0.9265661,0.16760257,1.0844842,0.8465087,-0.18219346,-0.17506376,0.5247099,-0.36552632,-1.0071228,0.039093778,-2.5603995,-1.4134703,-0.7938018,-1.192041
-0.59319353,0.2742953,-0.3841028,-1.2481406,2.2916048,-2.37548,3.0404775,2.0258431,0.67657095,0.38039875,0.030110156,-0.8539077,-1.0232546,-4.5347157,-2.8598502,1.619379,-6.4910836,-0.13431668,-5.2235665,3.1955009
-1.1037328,-0.32673606,0.4860465,0.84596753,-1.3187066,-0.37350836,4.0725656,0.44641444,0.5941966,0.65710104,-0.7800054,-1.6453289,-0.36960658,0.005330497,-2.1985343,-0.709095,2.496517,0.06077074,-0.22927858,0.27413037
-2.2042685,-2.0735955,-0.44024757,0.4716861,-0.82208306,0.22726718,-2.8467953,-3.0409706,-6.2098308,-3.8124347,-3.496477,-3.9782753,-1.2898844,-3.5160625,-1.8841358,-1.5740502,-7.073237,-0.05794164,-2.4137802,-6.141903
0.73642576,0.7055959,-0.96659464,-0.973852,0.5780966,-2.966921,0.34104556,2.3720303,2.166504,0.13327122,-1.7388582,-2.4055672,2.239232,-3.8141832,-2.0933998,-1.041052,-4.115726,-0.25431785,-4.011566,-6.2554407
0.34999284,0.037747912,0.5534505,3.7368379,0.015218535,-0.20350547,-2.1602921,-1.042988,-2.2773068,-0.67297906,-1.7274917,-0.47188583,0.15656905,-2.6666245,-2.5770662,3.0659206,-3.4513085,-0.42098436,-3.8206522,1.5948908
-0.125618,1.062019,-1.5720375,-2.9881895,6.9045424,-0.8239365,2.383643,-0.9832105,-1.5999472,5.9053426,-0.33599377,-2.8013418,-0.6824765,0.59980005,-3.6220515,-1.3140646,-1.4470897,0.2698541,-2.1562097,-6.662824
-0.87788254,-0.13186255,-0.31878212,-2.2953672,-1.8846856,-4.2355814,-3.4209142,0.4780171,3.7123532,1.4362631,1.1013633,-2.5090013,-0.18524256,-5.794554,-2.9846823,-2.5267913,-2.937609,-1.364601,-2.1524062,1.3163395
-3.2756631,-1.0834302,0.27718863,0.6463759,0.5860349,-0.18484393,-1.1005125,-3.0323617,-2.5449324,-2.1767325,-3.4841008,-3.39941,2.8051171,-0.37852108,-3.0674736,-0.67074656,-6.2784185,-2.390304,-0.846932,-0.5734205
0.622213,0.806444,-1.8792949,-9.260374,2.8671846,1.9319446,2.3193219,-7.2636323,-5.403436,0.057042547,6.3554153,-2.0569263,-0.49522838,-3.827624,6.1196766,-1.57271,-3.336129,-1.8392123,-0.5525074,1.8935741
-0.3630867,-0.42476094,3.0628881,1.5474523,-1.8307636,-1.450844,-1.3967333,-0.9287019,-2.3604352,-1.0496793,0.93089604,-1.6825916,-1.3214301,0.21415684,4.899392,-3.602416,1.631732,0.59777594,-2.294073,3.2644112
-0.69010323,-0.7461201,-0.8502204,5.5306168,-0.76146764,-0.9789743,3.3504226,0.7104927,1.1551956,-2.411327,-2.456353,0.1921283,3.6395578,-1.1660372,0.80794334,0.6397453,-3.389374,-0.5134029,-5.2588887,1.9547402
0.10793496,-0.68882644,0.9042586,0.37488022,-0.6909078,-0.5376369,-0.9018184,4.3958707,-2.2378602,1.6076837,-1.0991842,-0.7722684,-0.0498278,-0.24707489,-0.9361133,-3.0345585,-1.3235613,-2.4803662,-7.0266633,-3.7557425
-1.0441977,0.87069684,-0.34086227,0.81949717,0.7349429,-0.8000327,-2.9560804,-4.145219,-4.845078,-4.5434165,-2.4581537,-7.830931,-1.4962212,1.6860999,-6.861352,-6.2671876,-5.7659945,-1.0354366,-7.0488734,-6.1354194
